380694	4355962
380596	4355922
380932	4355525
380882	4355537
380680	4355851
380574	4355386
378625	4352819
380281	4355569
380637	4355532
380618	4355263
377783	4352131
380484	4355799
380513	4355482
380952	4355247
380781	4355513
380795	4355525
380792	4355507
380916	4355261
380445	4355394
380290	4355538
380274	4355573
380891	4355380
379981	4354965
380290	4355565
380273	4355602
380825	4355077
380322	4355503
380145	4355987
381098	4355306
380866	4355552
381061	4355581
381128	4355189
380117	4355196
380599	4355612
380610	4355731
380603	4355721
377724	4351951
380323	4355504
380483	4355566
380514	4355671
381138	4355333
380310	4355483
380362	4355487
380350	4355455
377061	4350938
380279	4355567
380594	4355727
380769	4355833
380905	4355192
380534	4355752
380535	4355734
380535	4355750
380885	4355073
380540	4355536
380589	4355749
380654	4355693
380627	4355101
380380	4355486
380392	4355485
380580	4355111
380390	4355484
380463	4355552
380471	4355573
380508	4355198
380379	4355382
380345	4355500
380921	4355116
381042	4355089
380868	4355506
380881	4355540
380888	4355576
380892	4355057
380364	4355493
380126	4355064
379936	4355345
380373	4355244
380385	4355247
380436	4355544
380311	4356107
380623	4355123
380916	4355064
380717	4355580
380735	4355608
380808	4355042
380610	4355151
380227	4355480
380371	4355413
380798	4355022
380428	4355247
380164	4355477
380224	4355520
380570	4354919
380145	4355359
380095	4355392
380124	4355469
380557	4355038
380776	4356216
380807	4356138
380870	4356046
380831	4354945
380422	4355563
380459	4355557
379951	4355139
380681	4354838
380408	4355725
380231	4355713
380757	4355948
380759	4354852
380382	4355706
380509	4355556
379908	4355827
380031	4355724
379892	4356051
379823	4355825
379943	4355790
379917	4355882
380125	4355765
380700	4356117
380836	4354943
380498	4355555
380406	4355526
380801	4354991
379996	4355192
380202	4355610
380183	4355611
379914	4355327
380415	4355089
380392	4355646
379936	4355862
379952	4355053
380065	4355588
379949	4355897
380767	4355345
380247	4354872
379888	4355295
379863	4355257
380373	4354931
380551	4355288
380546	4355784
380687	4355939
380603	4354860
379911	4355163
379744	4354812
380177	4354692
380808	4355645
380796	4356126
380761	4356162
380028	4354774
379870	4355231
379900	4355313
379934	4355317
380184	4354676
380178	4355610
379379	4355931
380197	4354682
380097	4354719
379775	4355241
380895	4355329
379916	4355102
379880	4355292
379920	4355229
380192	4354842
380743	4356167
380735	4356170
380761	4356121
380344	4354972
380336	4354993
379966	4354768
380101	4354908
380751	4356176
380735	4356122
380758	4356175
380224	4354660
379936	4355244
380738	4356245
380277	4356561
380811	4355375
379977	4355218
379345	4355690
380067	4354660
380217	4354938
380170	4355304
380242	4354989
380768	4356315
381054	4356170
380097	4354554
380588	4355688
380499	4356248
379142	4353265
380197	4354864
379888	4355276
379977	4355218
379920	4355232
380719	4356179
380737	4356171
380724	4356173
377094	4350997
380460	4355554
380470	4355561
380779	4355461
380854	4354817
381247	4354797
380826	4354914
380595	4354775
380961	4354875
380633	4354770
381437	4354795
380911	4354954
380632	4354773
380653	4354731
380635	4354784
380967	4354858
380732	4356174
380730	4356190
380729	4356184
377266	4351008
379870	4355230
379845	4355131
381007	4355497
380983	4355621
383290	4353400
383963	4354446
384199	4354864
384250	4354904
384176	4354952
384175	4355149
384101	4355248
384251	4355037
384178	4355123
383713	4354248
384252	4354979
383347	4353951
384355	4354820
383490	4355026
384434	4355199
383888	4354270
384370	4354193
383954	4354333
384354	4354474
384058	4355248
384309	4354641
384601	4354066
384316	4355129
383288	4353306
383716	4354542
383580	4354767
384173	4354988
384502	4354499
383300	4353654
383988	4354013
383984	4354117
384102	4354921
383897	4354352
384051	4354690
384353	4354509
384300	4354168
383664	4355111
383942	4354709
384127	4354311
384800	4353574
383870	4354664
384482	4354686
384116	4354209
384135	4354380
383999	4353978
383310	4353934
384161	4355067
383576	4354961
383675	4354422
383994	4353013
384250	4354674
383824	4354791
384487	4354740
383480	4355876
383263	4354870
383845	4354607
384145	4354579
384294	4354349
384147	4354281
383990	4354501
383766	4354447
384079	4354126
383827	4354927
384358	4354755
384062	4354225
383249	4353475
383097	4355811
383064	4355633
383178	4355704
383127	4355584
383812	4355654
383166	4355618
383434	4355637
383345	4355525
383117	4355636
383141	4355421
383593	4355544
383557	4355491
383419	4355533
382915	4355453
382438	4355774
383055	4355667
383047	4355548
383105	4355622
382702	4355826
